"citing_paper_id","cited_paper_id"
"https://openalex.org/W3111864906","https://openalex.org/W2953423975"
"https://openalex.org/W3111864906","https://openalex.org/W3044029393"
"https://openalex.org/W2895855825","https://openalex.org/W2790472587"
"https://openalex.org/W2895855825","https://openalex.org/W2890744580"
"https://openalex.org/W4304185667","https://openalex.org/W3095865730"
"https://openalex.org/W3131615514","https://openalex.org/W2995889897"
"https://openalex.org/W4366598884","https://openalex.org/W2903179310"
"https://openalex.org/W4366598884","https://openalex.org/W2944938813"
"https://openalex.org/W4366598884","https://openalex.org/W3130883321"
"https://openalex.org/W4366598884","https://openalex.org/W3159951467"
"https://openalex.org/W4366598884","https://openalex.org/W3211300399"
"https://openalex.org/W3186679119","https://openalex.org/W2948930564"
"https://openalex.org/W3186679119","https://openalex.org/W3036122989"
"https://openalex.org/W3186679119","https://openalex.org/W3044996171"
"https://openalex.org/W4372336638","https://openalex.org/W4225746601"
"https://openalex.org/W3084014090","https://openalex.org/W2942946898"
"https://openalex.org/W2955185753","https://openalex.org/W2787872728"
"https://openalex.org/W2955185753","https://openalex.org/W2808560304"
"https://openalex.org/W2955185753","https://openalex.org/W2809574340"
"https://openalex.org/W2955185753","https://openalex.org/W2810406640"
"https://openalex.org/W3126504940","https://openalex.org/W2904912335"
"https://openalex.org/W3126504940","https://openalex.org/W2984744519"
"https://openalex.org/W3126504940","https://openalex.org/W3024319951"
"https://openalex.org/W3126504940","https://openalex.org/W3083958896"
"https://openalex.org/W3126504940","https://openalex.org/W3091658583"
"https://openalex.org/W3158292257","https://openalex.org/W2904659725"
"https://openalex.org/W3088512781","https://openalex.org/W2806155052"
"https://openalex.org/W4200498744","https://openalex.org/W3189798995"
"https://openalex.org/W4210770559","https://openalex.org/W3089506332"
"https://openalex.org/W2883600292","https://openalex.org/W2792605551"
"https://openalex.org/W2895974873","https://openalex.org/W2792086593"
"https://openalex.org/W2895974873","https://openalex.org/W2895974873"
"https://openalex.org/W2895974873","https://openalex.org/W2896775815"
"https://openalex.org/W3014958646","https://openalex.org/W2949662106"
"https://openalex.org/W3184503168","https://openalex.org/W2808428727"
"https://openalex.org/W3184503168","https://openalex.org/W2808497289"
"https://openalex.org/W3184503168","https://openalex.org/W3068188279"
"https://openalex.org/W3184503168","https://openalex.org/W4231972505"
"https://openalex.org/W4379467249","https://openalex.org/W4223637331"
"https://openalex.org/W3097629985","https://openalex.org/W2966070318"
"https://openalex.org/W3097629985","https://openalex.org/W2972510532"
"https://openalex.org/W3097629985","https://openalex.org/W3025123054"
"https://openalex.org/W4308995507","https://openalex.org/W2787117522"
"https://openalex.org/W4308995507","https://openalex.org/W2883729084"
"https://openalex.org/W4308995507","https://openalex.org/W2916400484"
"https://openalex.org/W4308995507","https://openalex.org/W3090228490"
"https://openalex.org/W4308995507","https://openalex.org/W3122084874"
"https://openalex.org/W4308995507","https://openalex.org/W3171238805"
"https://openalex.org/W3009060360","https://openalex.org/W2947500705"
"https://openalex.org/W2892156502","https://openalex.org/W2799403119"
"https://openalex.org/W2914688717","https://openalex.org/W2811320128"
"https://openalex.org/W3087674428","https://openalex.org/W3101519036"
"https://openalex.org/W2890860757","https://openalex.org/W2808245297"
"https://openalex.org/W3092843529","https://openalex.org/W2658904191"
"https://openalex.org/W3092843529","https://openalex.org/W2890744580"
"https://openalex.org/W3092843529","https://openalex.org/W2895855825"
"https://openalex.org/W3092843529","https://openalex.org/W2899086334"
"https://openalex.org/W3092843529","https://openalex.org/W2982338710"
"https://openalex.org/W3092843529","https://openalex.org/W2998500935"
"https://openalex.org/W3092843529","https://openalex.org/W3000778149"
"https://openalex.org/W3092843529","https://openalex.org/W3010860482"
"https://openalex.org/W3092843529","https://openalex.org/W3014073991"
"https://openalex.org/W3092843529","https://openalex.org/W3023207411"
"https://openalex.org/W3009300806","https://openalex.org/W2785070599"
"https://openalex.org/W3009300806","https://openalex.org/W2808288100"
"https://openalex.org/W3009300806","https://openalex.org/W2909848058"
"https://openalex.org/W3046326116","https://openalex.org/W2887883451"
"https://openalex.org/W3097880516","https://openalex.org/W3015764238"
"https://openalex.org/W3097880516","https://openalex.org/W3035305746"
"https://openalex.org/W3097880516","https://openalex.org/W3036750041"
"https://openalex.org/W4200622450","https://openalex.org/W3015248526"
"https://openalex.org/W4200622450","https://openalex.org/W4281493767"
"https://openalex.org/W4322739720","https://openalex.org/W2885404215"
"https://openalex.org/W4322739720","https://openalex.org/W2900106581"
"https://openalex.org/W4322739720","https://openalex.org/W2967415274"
"https://openalex.org/W4322739720","https://openalex.org/W3015515210"
"https://openalex.org/W4322739720","https://openalex.org/W4225811030"
"https://openalex.org/W4322739720","https://openalex.org/W4229012741"
"https://openalex.org/W2953423975","https://openalex.org/W2787462087"
"https://openalex.org/W2953423975","https://openalex.org/W2884935317"
"https://openalex.org/W2953423975","https://openalex.org/W2887616700"
"https://openalex.org/W2953423975","https://openalex.org/W2898507858"
"https://openalex.org/W3126086196","https://openalex.org/W2961612545"
"https://openalex.org/W4399318659","https://openalex.org/W2956765615"
"https://openalex.org/W4399318659","https://openalex.org/W3048190739"
"https://openalex.org/W4399318659","https://openalex.org/W3083704968"
"https://openalex.org/W4399318659","https://openalex.org/W3093432062"
"https://openalex.org/W4399318659","https://openalex.org/W3112636642"
"https://openalex.org/W4399318659","https://openalex.org/W3112996065"
"https://openalex.org/W4399318659","https://openalex.org/W3211889280"
"https://openalex.org/W4399318659","https://openalex.org/W4297194895"
"https://openalex.org/W4399318659","https://openalex.org/W4366208486"
"https://openalex.org/W4399318659","https://openalex.org/W4379532246"
"https://openalex.org/W4399318659","https://openalex.org/W4388020336"
"https://openalex.org/W4399318659","https://openalex.org/W4393851037"
"https://openalex.org/W4399318659","https://openalex.org/W4401514598"
"https://openalex.org/W3086029573","https://openalex.org/W3022892631"
"https://openalex.org/W3004303031","https://openalex.org/W2890977830"
"https://openalex.org/W3108261821","https://openalex.org/W2894287306"
"https://openalex.org/W3110479362","https://openalex.org/W2784100015"
"https://openalex.org/W3110479362","https://openalex.org/W2950026246"
"https://openalex.org/W3110479362","https://openalex.org/W3012827565"
"https://openalex.org/W3110479362","https://openalex.org/W3046171905"
"https://openalex.org/W2898185225","https://openalex.org/W2783430022"
"https://openalex.org/W3040778341","https://openalex.org/W2797335956"
"https://openalex.org/W3040778341","https://openalex.org/W2810146108"
"https://openalex.org/W3040778341","https://openalex.org/W2995412870"
"https://openalex.org/W3040778341","https://openalex.org/W3004018274"
"https://openalex.org/W3040778341","https://openalex.org/W3030289169"
"https://openalex.org/W3086814589","https://openalex.org/W2772360471"
"https://openalex.org/W3086814589","https://openalex.org/W2788281977"
"https://openalex.org/W3086814589","https://openalex.org/W2914309524"
"https://openalex.org/W3086814589","https://openalex.org/W2938179994"
"https://openalex.org/W3086814589","https://openalex.org/W2954612054"
"https://openalex.org/W3086814589","https://openalex.org/W2998500935"
"https://openalex.org/W3086814589","https://openalex.org/W3037814288"
"https://openalex.org/W3086814589","https://openalex.org/W3041177676"
"https://openalex.org/W3086814589","https://openalex.org/W3087464016"
"https://openalex.org/W3086814589","https://openalex.org/W3088039034"
"https://openalex.org/W3000710027","https://openalex.org/W2966310750"
"https://openalex.org/W3129998045","https://openalex.org/W2891637636"
"https://openalex.org/W3129998045","https://openalex.org/W2933733926"
"https://openalex.org/W3167713705","https://openalex.org/W2919927607"
"https://openalex.org/W2783423097","https://openalex.org/W2104155220"
"https://openalex.org/W3014073991","https://openalex.org/W2104155220"
"https://openalex.org/W3014073991","https://openalex.org/W2790472587"
"https://openalex.org/W3014073991","https://openalex.org/W2883930437"
"https://openalex.org/W3014073991","https://openalex.org/W2895855825"
"https://openalex.org/W3014073991","https://openalex.org/W2899086334"
"https://openalex.org/W3014073991","https://openalex.org/W2912548815"
"https://openalex.org/W3014073991","https://openalex.org/W2979744446"
"https://openalex.org/W3014073991","https://openalex.org/W2982338710"
"https://openalex.org/W3014073991","https://openalex.org/W2991594746"
"https://openalex.org/W3014073991","https://openalex.org/W3005468410"
"https://openalex.org/W3014073991","https://openalex.org/W3018774592"
"https://openalex.org/W3038856246","https://openalex.org/W2914509255"
"https://openalex.org/W3038856246","https://openalex.org/W2986656870"
"https://openalex.org/W3038856246","https://openalex.org/W2999497476"
"https://openalex.org/W3038856246","https://openalex.org/W3011774154"
"https://openalex.org/W3038856246","https://openalex.org/W3014552496"
"https://openalex.org/W3038856246","https://openalex.org/W3016626998"
"https://openalex.org/W3149564522","https://openalex.org/W3031966178"
"https://openalex.org/W4386303561","https://openalex.org/W2948930564"
"https://openalex.org/W4386303561","https://openalex.org/W2990874078"
"https://openalex.org/W4386303561","https://openalex.org/W3036122989"
"https://openalex.org/W4386303561","https://openalex.org/W3044996171"
"https://openalex.org/W4386303561","https://openalex.org/W3153973080"
"https://openalex.org/W4386303561","https://openalex.org/W3201366746"
"https://openalex.org/W4386303561","https://openalex.org/W3212849843"
"https://openalex.org/W4386303561","https://openalex.org/W4229049871"
"https://openalex.org/W4386303561","https://openalex.org/W4317473373"
"https://openalex.org/W4386303561","https://openalex.org/W4353060581"
"https://openalex.org/W4386303561","https://openalex.org/W4361215239"
"https://openalex.org/W3047586714","https://openalex.org/W3040338113"
"https://openalex.org/W4390753804","https://openalex.org/W4281843235"
"https://openalex.org/W4390753804","https://openalex.org/W4390753804"
"https://openalex.org/W3005501379","https://openalex.org/W2781944063"
"https://openalex.org/W2919785004","https://openalex.org/W2794986891"
"https://openalex.org/W4407173730","https://openalex.org/W4280488363"
"https://openalex.org/W4402220812","https://openalex.org/W3044029393"
